id,date,price,num_bedrooms,num_bathrooms,total_floors,has_view_to_waterfront,has_been_viewed,overall_condition,grade,year_built,year_last_renovated,zipcode,latitude,longitude,sqft_house,sqft_lot,sqft_no_basement,sqft_basement,sqft_house_after_2015,sqft_lot_after_2015
226039214,20140612T000000,465250,5,2,1.5,0,0,3,7,1957,0,98177,47.7751,-122.38,1940,7642,1940,0,1940,8724
226059065,20140903T000000,514000,3,2.25,1,0,0,3,7,1962,0,98072,47.7657,-122.131,2260,54014,1450,810,2140,44431
226059161,20141231T000000,575000,4,2.5,2,0,0,3,8,1996,0,98072,47.7628,-122.123,2280,27441,2280,0,2350,35020
236500050,20140728T000000,298500,3,2,1,0,0,4,7,1959,0,98188,47.4322,-122.291,2420,8800,1420,1000,1546,8666
238000244,20140617T000000,421000,3,2.5,2,0,0,3,8,2000,0,98188,47.4326,-122.286,2890,21780,2890,0,2120,8117
240000130,20141013T000000,706000,4,2.5,1,0,0,3,9,1972,0,98188,47.426,-122.285,3280,16575,2190,1090,1570,13209
243000380,20150326T000000,365000,3,1.75,1,0,0,5,7,1955,0,98166,47.4536,-122.355,2080,7800,1220,860,1770,7860
248000240,20140715T000000,219000,3,1.5,1,0,0,4,7,1962,0,98023,47.3229,-122.348,1060,9600,1060,0,1440,9600
250000010,20140924T000000,1750000,4,3.5,2,0,0,3,10,2013,0,98004,47.6354,-122.198,3845,8400,3845,0,1710,8400
255370420,20150402T000000,318200,3,2.5,2,0,0,3,7,2010,0,98038,47.3531,-122.017,1990,3644,1990,0,2580,3800
255450030,20140918T000000,369946,3,2.5,2,0,0,3,8,2014,0,98038,47.371,-122.018,2420,4725,2420,0,2370,4200
255450040,20140918T000000,389517,4,2.5,2,0,0,3,8,2014,0,98038,47.371,-122.017,2640,4725,2640,0,2370,4725
255450410,20140804T000000,339989,3,2.5,2,0,0,3,8,2014,0,98038,47.3706,-122.018,2060,4200,2060,0,2370,4200
255550270,20150403T000000,350000,3,2.5,2,0,0,3,7,2003,0,98019,47.7453,-121.984,1970,3655,1970,0,1970,2952
255580190,20140915T000000,302000,4,2.5,2,0,0,3,7,1999,0,98001,47.3401,-122.282,1740,7895,1740,0,1720,6813
258500059,20140721T000000,760000,3,2.5,1,0,2,3,9,1960,0,98177,47.759,-122.371,2050,15020,1600,450,2930,15050
259600790,20141015T000000,500000,3,1.75,1,0,0,4,7,1964,0,98008,47.6334,-122.12,1220,7370,1220,0,1580,8213
259800750,20150223T000000,455000,3,1.5,1,0,0,3,7,1965,0,98008,47.6285,-122.117,1250,8004,1250,0,1450,7931
263000006,20141216T000000,375000,3,2.5,3,0,0,3,8,2009,0,98103,47.6993,-122.346,1530,1131,1530,0,1530,1445
263000291,20140904T000000,433500,3,1.75,1,0,0,4,6,1919,0,98103,47.6985,-122.348,1540,9450,1040,500,1200,5400
267000130,20140603T000000,613000,5,2.5,1,0,0,4,7,1967,0,98008,47.626,-122.104,2070,12000,1340,730,2090,12000
268500020,20141106T000000,282500,4,1,1,0,0,4,7,1964,0,98059,47.4991,-122.164,1650,9750,1650,0,1650,10112
269001331,20140909T000000,1310000,5,2.5,1,0,3,5,8,1959,0,98199,47.6398,-122.39,3200,7863,1600,1600,2640,7680
272000125,20140829T000000,438000,3,1,1.5,0,0,4,6,1923,0,98144,47.5881,-122.299,1200,4000,1200,0,1390,4000
272000220,20140923T000000,417000,4,2,1,0,0,3,6,1907,0,98144,47.5893,-122.299,2090,4000,1060,1030,1590,4000
272000355,20141108T000000,325000,3,1.5,2,0,0,3,7,1998,0,98144,47.5873,-122.299,1310,2998,1310,0,1310,2997
274100090,20150108T000000,329500,5,1.75,1,0,0,3,7,1968,0,98030,47.3733,-122.214,3290,8000,1790,1500,2380,7000
284000025,20150420T000000,1410000,2,2,1,1,4,5,9,1952,0,98146,47.5036,-122.387,2180,18525,1580,600,2480,21503
290000055,20140516T000000,720000,2,1,1,0,3,4,7,1947,0,98146,47.506,-122.384,2020,7200,1700,320,2020,7200
290000095,20140617T000000,675000,6,1.75,1,0,3,3,8,1953,0,98146,47.5062,-122.385,2740,6360,1370,1370,2150,6600
290200230,20140819T000000,676000,4,2.5,2,0,0,3,8,2003,0,98074,47.6076,-122.053,2800,5368,2800,0,2790,5368
291310120,20141209T000000,355000,3,2.25,2,0,0,3,7,2004,0,98027,47.5345,-122.069,1410,1332,1290,120,1445,1290
292000070,20150406T000000,895000,5,2.5,1,0,0,4,8,1962,0,98004,47.6005,-122.204,2350,14197,1220,1130,2470,11629
293070310,20150213T000000,949990,4,4,2,0,0,3,9,2014,0,98074,47.6173,-122.056,3970,7314,3970,0,3560,5258
293620220,20150421T000000,797500,4,2.5,2,0,0,3,10,1998,0,98075,47.6018,-122.073,3270,8223,3270,0,3460,8872
293760150,20141017T000000,1040000,4,3.5,2,0,0,3,10,2005,0,98029,47.5568,-122.029,4320,8490,3280,1040,4030,11008
301400800,20141016T000000,261000,3,2.25,2,0,0,3,7,2012,0,98002,47.3451,-122.214,1584,2800,1584,0,1584,2800
301400830,20141223T000000,263000,3,2.5,2,0,0,3,7,2011,0,98002,47.3451,-122.215,1584,3200,1584,0,1584,2800
301401620,20141015T000000,298900,3,2.5,2,0,0,3,7,2014,0,98002,47.3451,-122.209,1852,4000,1852,0,2475,4000
304000530,20140512T000000,185000,3,1.5,1,0,0,4,7,1961,0,98092,47.2874,-122.192,1370,8470,1370,0,1710,8800
312000265,20150504T000000,375000,2,1,1,0,0,3,6,1950,0,98136,47.557,-122.395,790,5120,790,0,1250,5120
318500300,20140919T000000,650000,4,2.75,2,0,0,3,9,2001,0,98075,47.5788,-122.059,2640,6240,2640,0,2640,5898
318900120,20150123T000000,495000,4,2.5,2,0,0,3,8,1995,0,98024,47.5633,-121.901,2370,15336,2370,0,2110,15925
321049090,20140626T000000,254000,5,2,1,0,0,5,7,1959,0,98001,47.3424,-122.289,2080,16117,1740,340,1510,13068
321079066,20150423T000000,430000,3,1.5,1.5,0,0,3,7,2002,0,98010,47.3392,-121.897,1810,349351,1810,0,2480,339332
322069020,20140619T000000,520000,3,1.75,1,0,0,3,7,1991,0,98038,47.4214,-122.02,1940,219527,1940,0,2060,108900
322069153,20140827T000000,364250,3,2.5,2,0,0,3,8,1994,0,98038,47.4213,-122.033,2280,213879,2280,0,2380,178160
322069180,20141120T000000,649500,3,3,1.5,0,0,4,9,1990,0,98038,47.4257,-122.03,3730,383328,2230,1500,1940,217800
323059103,20150403T000000,425000,3,2.5,1,0,0,4,7,1978,0,98059,47.515,-122.162,1230,23522,1230,0,2340,23522
323089134,20140930T000000,350000,3,1,1,0,0,4,6,1971,0,98045,47.5028,-121.77,1300,10236,1300,0,1380,11325
325059086,20140825T000000,811000,2,2.5,2,0,0,3,9,1943,2014,98052,47.6832,-122.164,2510,17986,2510,0,2440,8039
325059131,20141013T000000,390000,4,1.5,1,0,0,3,7,1962,0,98033,47.6892,-122.164,1940,12100,1940,0,1380,12100
326049103,20140922T000000,470000,4,2.5,2,0,0,3,8,2002,0,98155,47.7699,-122.292,2470,8536,2470,0,1690,8840
326049111,20140626T000000,285000,2,1,1,0,0,3,7,1975,0,98155,47.7651,-122.291,1010,7200,1010,0,1890,9248
326069101,20141205T000000,515000,3,2.5,2,0,0,3,8,1986,0,98077,47.7754,-122.032,2130,219978,2130,0,3340,217800
326069132,20150220T000000,643000,3,1.5,1,0,0,3,7,1954,0,98077,47.7631,-122.028,1780,214315,1780,0,2740,133419
326069164,20150429T000000,840000,4,2.5,2,0,0,3,9,2000,0,98072,47.7625,-122.025,3450,43216,3450,0,3030,50481
328000182,20150501T000000,613500,3,3.25,3,0,0,3,9,2009,0,98115,47.6864,-122.265,1876,1531,1876,0,1876,1533
333100295,20141124T000000,3120000,3,3.5,2,1,4,3,12,1993,0,98034,47.6997,-122.24,4490,56609,4490,0,2710,51330
369000690,20140812T000000,403504,4,1,1,0,0,3,6,1904,0,98199,47.6562,-122.389,1060,5750,950,110,1790,5857
395300100,20140514T000000,489200,3,2.75,1.5,0,0,5,7,1965,0,98034,47.7259,-122.226,1850,9600,1850,0,1250,10500
396100110,20140516T000000,282613,2,1,1,0,0,4,6,1954,0,98133,47.7466,-122.334,830,6017,830,0,1340,6040
408100110,20140612T000000,381000,3,1.75,1,0,0,5,6,1950,0,98155,47.7505,-122.317,1800,6000,900,900,1060,6628
421000500,20140721T000000,209995,2,1,1,0,0,5,5,1953,0,98056,47.4934,-122.166,700,7303,700,0,960,6060
421000555,20140520T000000,200000,3,1,1,0,0,4,6,1967,0,98056,47.4923,-122.165,1050,5000,1050,0,1050,5200
421049170,20140717T000000,239000,3,1,1,0,0,3,7,1962,0,98003,47.3304,-122.304,1510,15022,1510,0,1510,12970
422069067,20150512T000000,276500,4,2.25,1,0,0,4,7,1960,0,98038,47.4253,-122.043,2380,128937,2380,0,1030,114998
423059184,20141201T000000,180000,3,1,2,0,0,2,5,1908,0,98056,47.505,-122.171,1960,9583,1960,0,1850,8324
423059207,20150223T000000,322500,3,2,1,0,0,3,7,1996,0,98056,47.5057,-122.172,1190,6445,1190,0,1920,8195
423059387,20141118T000000,540000,5,2.5,2,0,0,3,9,2007,0,98056,47.5078,-122.169,3370,4850,3370,0,2900,5570
424049284,20141016T000000,310000,1,1.5,3,0,0,3,7,2011,0,98144,47.5924,-122.299,1120,912,1120,0,1380,3200
424069096,20140731T000000,460000,3,1.75,1,0,0,4,7,1977,0,98075,47.5926,-122.047,1400,12155,1400,0,2540,23522
424069112,20140616T000000,999000,4,2.75,2,0,0,3,10,1992,0,98075,47.5911,-122.037,2800,19168,2800,0,2010,16020
425049146,20140715T000000,975000,3,2.5,1.5,0,0,5,8,1950,0,98115,47.6772,-122.296,3050,7410,1950,1100,1890,5814
425059024,20150129T000000,675000,5,2,1.5,0,0,3,8,1966,0,98033,47.677,-122.165,2420,21000,2420,0,1940,8085
425059103,20141202T000000,625000,3,2.5,2,0,0,3,8,1993,0,98033,47.6775,-122.165,1860,10027,1860,0,1530,9204
425069147,20150313T000000,610000,4,2.25,2,0,0,3,7,1988,0,98053,47.687,-122.047,2240,45738,2240,0,3180,45738
425079100,20141231T000000,406500,3,2.75,1,0,2,3,8,1989,0,98014,47.6802,-121.908,1840,68479,1340,500,2060,61903
430000175,20141215T000000,550000,3,1.75,1,0,0,3,7,1953,0,98115,47.68,-122.284,1520,5618,1170,350,1550,5618
434000040,20140527T000000,535000,2,1,1,0,0,3,7,1951,0,98115,47.6774,-122.284,1040,5527,1040,0,2080,7020
446000150,20150415T000000,480000,3,1,1,0,0,3,7,1950,0,98115,47.6883,-122.282,1100,5700,1100,0,1560,6588
452002005,20150121T000000,452000,2,1,1,0,0,3,6,1904,0,98107,47.6744,-122.369,980,5000,980,0,1270,4500
452002135,20150422T000000,1070000,4,2.5,2,0,0,3,9,2012,0,98107,47.674,-122.371,2740,5000,2740,0,1660,5000
455000395,20140523T000000,606000,3,1,1,0,0,3,7,1947,0,98107,47.6718,-122.359,1500,3920,1000,500,1640,4017
458000065,20140923T000000,542000,4,2.5,1.5,0,0,4,7,1928,0,98117,47.6885,-122.376,2020,3440,1480,540,1520,5080
461002025,20150501T000000,501000,2,2,1,0,0,4,7,1926,0,98117,47.6831,-122.373,1300,2500,770,530,1160,5000
461002551,20141004T000000,330600,1,1,1,0,0,3,7,1908,2005,98117,47.6829,-122.375,580,1799,580,0,1260,4000
472000055,20140514T000000,546000,3,1.75,1,0,0,4,7,1921,0,98117,47.6859,-122.399,2000,5000,1110,890,1750,5000
475000190,20150109T000000,465000,3,2.25,2,0,0,3,8,2005,0,98107,47.6685,-122.365,1450,1540,1180,270,1450,1540
475000510,20141118T000000,594000,3,1,1,0,0,4,7,1920,0,98107,47.6674,-122.365,1320,5000,1090,230,1700,5000
476000118,20141212T000000,479950,2,2.25,3,0,0,3,8,2008,0,98107,47.6714,-122.392,1360,1336,1360,0,1280,1295
476000338,20150225T000000,491000,3,2,3,0,0,3,7,2000,0,98107,47.6705,-122.39,1250,1306,1250,0,1320,1306
486000085,20140815T000000,866800,4,3.5,2,0,2,3,9,2001,0,98117,47.6772,-122.399,2970,5000,2200,770,1470,4560
507100005,20150310T000000,285000,4,2,1,0,0,3,7,1954,0,98133,47.7775,-122.337,2120,6865,1060,1060,1460,7780
509000090,20141006T000000,760750,3,2.5,2,0,0,3,9,1988,0,98074,47.6027,-122.043,3190,49137,3190,0,3240,53143
510002065,20150323T000000,700000,4,1,1.5,0,0,3,7,1920,0,98103,47.6606,-122.331,1980,4560,1980,0,1810,3245
510002506,20140825T000000,459500,2,1.5,3,0,0,3,7,2003,0,98103,47.6607,-122.333,1170,1079,1170,0,1170,1116
510003230,20140810T000000,720001,3,2.5,1.5,0,0,4,7,1910,0,98103,47.6601,-122.331,1430,2200,1430,0,1740,4275
518500460,20141008T000000,2230000,3,3.5,2,1,4,3,11,2014,0,98056,47.5285,-122.205,3760,5634,2830,930,3560,5762
520700125,20140805T000000,437000,3,2.25,1,0,0,3,7,1959,0,98177,47.7753,-122.359,1980,8775,1290,690,1550,9240
521049200,20140708T000000,819000,3,2.75,2,0,3,4,9,1985,0,98198,47.3429,-122.33,3176,13391,2726,450,3470,12779
522079068,20150506T000000,513000,3,2.5,2,0,0,3,7,1995,0,98038,47.4178,-121.937,2150,161607,1330,820,2400,207781
524059052,20141209T000000,975000,4,2.25,2,0,0,4,8,1925,1997,98004,47.5907,-122.196,2420,15482,2420,0,2870,13905
524059093,20140825T000000,775000,3,1.75,1.5,0,0,4,7,1946,0,98004,47.5975,-122.196,1640,18730,1640,0,1670,12154
524059148,20140606T000000,1600000,4,3.5,2,0,0,3,11,2005,0,98004,47.5979,-122.197,4280,9583,4280,0,2360,10031
524059241,20150319T000000,870000,4,1.75,1,0,0,3,9,1964,0,98004,47.595,-122.203,2780,11000,1560,1220,2350,11700
524069011,20140911T000000,622500,3,2.5,2,0,0,3,8,1983,2012,98075,47.5886,-122.074,2290,14374,2290,0,2290,33450
526059103,20141013T000000,325000,2,1,1,0,0,4,6,1953,0,98011,47.7669,-122.206,990,15120,990,0,1300,11500
526059122,20141205T000000,495200,5,2.25,1,0,0,3,7,1955,0,98011,47.7642,-122.195,2710,22120,1410,1300,2850,12224
526059224,20140923T000000,260000,4,1.75,1,0,0,3,7,1977,0,98011,47.7721,-122.206,1650,7276,1010,640,1840,8550
526069024,20140512T000000,950000,5,3,1.5,0,0,4,9,2003,0,98077,47.7702,-122.066,4530,258746,3200,1330,3430,83199
537000416,20150429T000000,250000,3,2,2,0,0,4,7,1953,0,98003,47.3255,-122.305,1680,7900,1680,0,1250,15600
546000245,20140716T000000,549900,3,1.5,1.5,0,0,4,7,1929,0,98117,47.6889,-122.38,1380,3031,1380,0,1440,4005
573000685,20140717T000000,805000,2,1.75,1,0,1,3,7,1920,0,98199,47.6712,-122.409,1550,6000,1550,0,2360,6000
579000550,20141107T000000,440000,2,1.5,1,0,2,3,6,1923,0,98117,47.7008,-122.386,1080,6760,1080,0,2080,5800
617000089,20141117T000000,274000,2,1,1,0,0,4,6,1954,0,98166,47.4163,-122.34,820,6200,820,0,1410,14000
619079016,20140602T000000,687000,4,3.25,2,0,0,4,9,1993,0,98022,47.1593,-121.957,4400,186846,4400,0,2280,186846
619079096,20150406T000000,750000,3,2.5,1.5,0,0,4,9,1979,0,98022,47.1622,-121.971,2350,715690,2350,0,1280,325393
622049114,20150218T000000,2130000,3,2.5,2,1,4,4,12,1976,0,98166,47.4169,-122.348,5403,24069,5403,0,3980,104374
622069006,20140820T000000,1500000,4,5.5,1,0,0,3,11,2006,0,98058,47.4302,-122.095,6550,217374,5400,1150,4110,50378
623049185,20140702T000000,185000,5,1,1.5,0,0,3,6,1942,0,98146,47.5075,-122.35,1590,6700,1090,500,1370,8040
624069050,20150407T000000,1570000,4,3.5,2,0,0,3,10,2002,0,98075,47.6003,-122.076,5370,323215,5370,0,3780,9891
624110920,20140725T000000,762500,3,2.25,2,0,0,3,10,1986,0,98077,47.7262,-122.06,3330,15258,3330,0,3360,14850
624110930,20140724T000000,845000,3,3.5,2,0,0,3,10,1986,0,98077,47.7262,-122.06,3460,15745,3460,0,3350,14825
624111000,20140805T000000,950000,3,3,2,0,0,3,10,1986,0,98077,47.7268,-122.06,4040,14338,3030,1010,3360,14142
625049286,20140815T000000,640000,3,1,1,0,0,3,7,1950,0,98103,47.6857,-122.341,1530,4944,1530,0,1500,4944
625049318,20140804T000000,605000,4,2,1,0,0,5,7,1941,0,98103,47.6878,-122.342,1820,7626,990,830,1390,5904
626710220,20140813T000000,475000,3,2.5,2,0,0,3,8,1982,0,98077,47.7273,-122.083,2160,35912,2160,0,2230,35244
627300195,20150303T000000,750000,5,2.5,1,0,1,3,8,1958,0,98008,47.5858,-122.112,3240,9960,2020,1220,2730,10400
629000615,20141022T000000,1500000,4,3.25,2,0,0,3,10,1962,2005,98004,47.5862,-122.198,3070,10375,2180,890,2500,11194
629000704,20140729T000000,1000000,4,2,1.5,0,0,5,8,1918,0,98004,47.5849,-122.198,1780,15648,1780,0,2320,14963
629600130,20140801T000000,594950,4,2.25,1,0,0,3,8,1977,0,98075,47.5834,-122.001,2380,35008,2380,0,2250,34794
629811600,20140724T000000,672800,4,2.5,2,0,0,3,9,1997,0,98074,47.6095,-122.006,2740,10533,2740,0,2760,8603
631000040,20150331T000000,548000,4,1.75,1,0,0,3,7,1968,0,98033,47.6888,-122.203,1690,7794,1090,600,1380,7325
643000110,20150325T000000,247500,3,1,1,0,0,4,7,1962,0,98003,47.3311,-122.326,1660,11060,1110,550,1890,11060
666000142,20150326T000000,798500,3,3,3,0,0,3,9,2009,0,98004,47.6078,-122.202,1950,1833,1610,340,2040,2131
686200510,20141122T000000,643000,3,2.75,1,0,0,5,8,1965,0,98008,47.626,-122.112,2030,7700,1400,630,1780,8160
686400380,20141002T000000,770000,7,2.25,2,0,0,5,8,1967,0,98008,47.6336,-122.115,3260,8145,3260,0,2340,8145
686530170,20141022T000000,458000,3,2.25,1,0,0,3,8,1977,0,98052,47.6647,-122.149,2150,9900,1450,700,2170,9500
686800080,20140612T000000,1030000,4,2.5,2,0,0,3,9,2003,0,98004,47.6336,-122.192,2370,10858,2370,0,2510,21673
714000155,20141222T000000,670000,3,1,1,0,0,3,7,1946,0,98105,47.6706,-122.265,1710,6195,1410,300,1610,6195
714000315,20150414T000000,515000,3,2.75,1,0,0,3,7,1947,0,98105,47.6693,-122.267,1710,9448,1010,700,1960,8951
717000225,20141028T000000,235000,2,2,1,0,0,4,6,1954,0,98118,47.5354,-122.278,870,6450,740,130,1640,5775
721049207,20140619T000000,275000,3,1.75,1,0,0,4,7,1971,0,98023,47.3191,-122.339,1860,15681,1860,0,1860,22979
723000114,20140505T000000,1400000,5,3.5,2,0,1,5,9,1971,0,98105,47.6578,-122.286,4010,8510,2850,1160,2610,6128
