id,zipcode,latitude,longitude
1241500350,98033,47.6638,-122.171
1245000438,98033,47.6916,-122.203
1245000500,98033,47.6923,-122.2
1245001216,98033,47.6893,-122.208
1245001220,98033,47.6891,-122.208
1245001739,98033,47.6891,-122.203
1245003160,98033,47.6845,-122.201
1245003330,98033,47.6844,-122.199
1245003660,98033,47.6829,-122.202
1245003740,98033,47.6828,-122.207
1250200495,98144,47.6001,-122.298
1250200552,98144,47.6,-122.298
1250202990,98144,47.5968,-122.29
1250203860,98144,47.5886,-122.288
1254200615,98117,47.6796,-122.39
1257200115,98115,47.6746,-122.327
1266200120,98004,47.6238,-122.191
1274500300,98042,47.3639,-122.109
1277000240,98007,47.6239,-122.144
1310430130,98058,47.4362,-122.109
1310440470,98058,47.4349,-122.105
1310440950,98058,47.434,-122.109
1310700330,98032,47.3618,-122.289
1311200120,98001,47.3394,-122.281
1311200380,98001,47.3404,-122.28
1311300100,98001,47.3414,-122.286
1312200080,98001,47.3427,-122.281
1313500070,98092,47.2761,-122.152
1314300046,98118,47.5483,-122.278
1321400650,98003,47.3072,-122.328
1321720140,98023,47.2902,-122.342
1321720160,98023,47.2911,-122.342
1321730470,98023,47.2906,-122.349
1323089107,98045,47.4787,-121.723
1323089184,98045,47.4828,-121.718
1324039110,98126,47.571,-122.374
1324300380,98107,47.655,-122.358
1326049170,98028,47.7439,-122.242
1326069094,98019,47.7348,-121.984
1328300990,98058,47.4435,-122.128
1329000030,98005,99999999,-122.156
1329500120,98001,47.3155,-122.266
1330900230,98052,47.6471,-122.03
1330910280,98053,47.655,-122.029
1332000100,98053,47.6504,-122.004
1332700010,98056,47.5184,-122.196
1338800425,98112,47.6285,-122.304
1342300265,98112,47.6331,-122.31
1344300045,98112,47.6224,-122.304
1352300120,98055,47.4857,-122.2
1370800700,98199,47.6393,-122.408
1370800825,98199,47.6395,-122.409
1370800935,98199,47.6388,-122.409
1370801331,98199,47.6408,-122.41
1370801465,98199,47.6424,-122.411
1370802650,98199,47.6391,-122.403
1370803730,98199,47.6409,-122.401
1370803835,98199,47.6398,-122.403
1373800170,98199,47.6457,-122.412
1376800025,98199,47.6442,-122.406
1377800277,98199,47.6464,-122.401
1389600040,98001,47.2679,-122.255
1389600080,98001,47.2676,-122.256
1392800035,98126,47.5493,-122.377
1393800005,98126,47.5467,-122.377
1402200070,98058,47.439,-122.144
1402200440,98058,47.44,-122.145
1402600570,98058,47.4394,-122.14
1402810140,98019,47.7341,-121.976
1402900460,98092,47.3341,-122.188
1402950100,98092,47.3348,-122.19
1420400130,98031,47.4208,-122.2
1421069117,98010,47.3119,-122.015
1421069208,98010,47.3077,-122.011
1422059129,98042,47.3925,-122.137
1422200496,98122,47.6109,-122.285
1423069129,98027,47.4816,-122.005
1423089055,98045,47.4843,-121.752
1423900080,98058,47.4558,-122.177
1423910130,98058,47.4528,-122.172
1424200070,98004,47.6232,-122.21
1432400345,98058,47.4522,-122.178
1432600560,98058,47.4616,-122.184
1438000200,98059,47.4776,-122.122
1441000090,98055,47.4477,-122.204
1442700250,98038,47.3711,-122.06
1442800060,98038,47.3739,-122.056
1442860120,98058,47.4338,-122.16
1442880260,98045,47.4832,-121.774
1443500305,98118,47.5335,-122.272
1443550080,98019,47.7325,-121.969
1446400615,98168,47.482,-122.332
1446400648,98168,47.4815,-122.331
1446401220,98168,47.4868,-122.33
1446401290,98168,47.4845,-122.331
1446403145,98168,47.4862,-122.326
1446800995,98168,47.4934,-122.332
1446801000,98168,47.4935,-122.332
1447600410,98168,47.4949,-122.327
1453601038,98125,47.7209,-122.291
1453601502,98125,47.7263,-122.291
1454100127,98125,47.7214,-122.289
1454100650,98125,47.7214,-122.285
1459920190,98042,47.375,-122.16
1460000080,98011,47.774,-122.208
1471610070,98045,47.4716,-121.756
1471701410,98059,47.4611,-122.067
1473060030,98058,47.4617,-122.159
1502400140,98003,47.3117,-122.321
1503200050,98023,47.3215,-122.369
1508210230,98052,47.6773,-122.11
1509700050,98030,47.3834,-122.168
1523049083,98168,47.4761,-122.287
1523049115,98168,47.4778,-122.288
1523049207,98168,47.4758,-122.288
1523059100,98059,47.4809,-122.153
1523059103,98059,47.4833,-122.157
1523069095,98027,47.4741,-122.015
1523069151,98027,47.4771,-122.03
1524079093,98024,47.5587,-121.904
1524079093,98024,47.5587,-121.904
1524800005,98011,47.7726,-122.21
1525059020,98005,47.6495,-122.164
1525059190,98005,47.6525,-122.16
1525059215,98005,47.65,-122.155
1525069088,98053,47.6472,-122.017
1525069134,98053,47.6587,-122.022
1525079056,98014,47.6517,-121.906
1525200060,98034,47.7067,-122.2
1526069135,98077,47.7466,-122.029
1529300135,98103,47.6995,-122.354
1530900560,98072,47.7335,-122.16
1531000140,98010,47.3432,-122.025
1541700010,98031,47.3918,-122.185
1545800090,98038,47.3639,-122.055
1545801410,98038,47.3617,-122.054
1545802850,98038,47.359,-122.05
1545804860,98038,47.3624,-122.045
1545805460,98038,47.3634,-122.046
1545805980,98038,47.3685,-122.048
1545807920,98038,47.3586,-122.056
1545808120,98038,47.3611,-122.047
1549500585,98019,47.7586,-121.911
1552800010,98030,47.3807,-122.222
1555300490,98032,47.3784,-122.29
1560870470,98059,47.4909,-122.157
1560920200,98038,47.3988,-122.028
1561600056,98004,47.5891,-122.2
1561900330,98031,47.4194,-122.211
1562200040,98007,47.6235,-122.143
1563100557,98116,47.5663,-122.408
1563102435,98116,47.5671,-122.405
1563102880,98116,47.5662,-122.404
1564000410,98059,47.5347,-122.155
1565900390,98022,47.2126,-121.984
1566100625,98115,47.7,-122.297
1568100087,98155,47.7364,-122.295
1568100295,98155,47.7349,-122.295
1568100730,98155,47.7362,-122.29
1588600045,98117,47.695,-122.366
1591600044,98146,47.5022,-122.363
1592000680,98074,47.6218,-122.03
1592080060,98092,47.3263,-122.189
1593000690,98045,47.5104,-121.787
1596600060,98144,47.5723,-122.304
1604600227,98118,47.5624,-122.291
1608000120,98031,47.386,-122.184
1622059095,98031,47.3921,-122.182
1623049041,98168,47.4799,-122.296
1623300160,98117,47.6797,-122.362
1623800300,98117,47.6823,-122.365
1624049291,98144,47.5699,-122.296
1624079057,98024,47.5654,-121.929
1626069198,98077,47.7398,-122.041
1626069220,98077,47.7361,-122.046
1630700361,98077,47.7605,-122.085
1635500250,98028,47.7349,-122.238
1644500050,98056,47.5156,-122.204
1646501845,98117,47.685,-122.359
1646502165,98117,47.6842,-122.359
1651500040,98004,47.6377,-122.219
1653500070,98004,47.6294,-122.218
1657000070,98030,47.3734,-122.193
1657300070,98092,47.3316,-122.203
1657530350,98059,47.4895,-122.166
1668500100,98053,47.6496,-122.041
1670400068,98168,47.4764,-122.269
1685200110,98092,47.3174,-122.18
1687000240,98001,47.2877,-122.283
1687910100,98006,47.5605,-122.124
1687910200,98006,47.561,-122.126
1692900110,98033,47.6651,-122.19
1703401110,98118,47.5573,-122.289
1705400550,98118,47.5569,-122.277
1708400555,98108,47.554,-122.304
1710400005,98122,47.6102,-122.314
1721059286,98092,47.315,-122.193
1721800470,98146,47.5073,-122.337
1724069043,98075,47.569,-122.058
1724069062,98075,47.5684,-122.06
1724079013,98024,47.5636,-121.932
1724079048,98024,47.5646,-121.935
1724500030,98133,47.7749,-122.339
1725059316,98033,47.6488,-122.201
1725079025,98014,47.6527,-121.949
1726069084,98077,47.7358,-122.076
1726069198,98077,47.737,-122.074
1726069202,98077,47.7442,-122.072
1727001300,98005,47.6392,-122.165
1732800310,98119,47.6291,-122.363
1732801300,98119,47.6318,-122.365
1735800050,98002,47.3109,-122.225
1737320060,98011,47.7687,-122.223
1741700040,98033,47.6745,-122.197
1745000090,98003,47.328,-122.321
1760650290,98042,47.3613,-122.081
1760651000,98042,47.3584,-122.083
1761300340,98031,47.3947,-122.174
1762600090,98033,47.6484,-122.182
1769600066,98146,47.5051,-122.381
1769600147,98146,47.5053,-122.377
1770000130,98072,47.7421,-122.089
1771000540,98077,47.7431,-122.073
1771000760,98077,47.7438,-122.075
1771100130,98077,47.7561,-122.071
1771100240,98077,47.7567,-122.071
1772600510,98106,47.5595,-122.365
1772600665,98106,47.5631,-122.366
1773100765,98106,47.5558,-122.363
1773100922,98106,47.5555,-122.363
1773101530,98106,47.5533,-122.363
1774000330,98072,47.749,-122.083
1774200190,98077,47.7649,-122.098
1774200230,98077,47.7642,-122.098
1775500371,98072,47.7412,-122.087
1775800420,98072,47.7434,-122.095
1775801260,98072,47.7407,-122.097
1776230180,98059,47.5048,-122.155
1781500435,98126,47.5256,-122.38
1781500435,98126,47.5256,-122.38
1782000130,98126,47.525,-122.378
1782500065,98126,47.5266,-122.379
1785400300,98074,47.6301,-122.037
1787250210,98058,47.4244,-122.151
1787600165,98125,47.7244,-122.326
1787600190,98125,47.7235,-122.326
1787600224,98125,47.7255,-122.327
1788700160,98023,47.3274,-122.348
1789900065,98023,47.3204,-122.364
1794500383,98119,47.6386,-122.36
1795900210,98052,47.7272,-122.105
1796350300,98042,47.3682,-122.096
1796350690,98042,47.3707,-122.094
1796360990,98042,47.3679,-122.088
1796361140,98042,47.3668,-122.09
1796370180,98042,47.3713,-122.091
1796380960,98042,47.3666,-122.084
1818800289,98116,47.5705,-122.406
1819800042,98107,47.6566,-122.36
1822069109,98042,47.389,-122.088
1823039205,98070,47.4815,-122.47
1823049202,98146,47.4869,-122.34
1823049242,98146,47.4869,-122.344
1823059106,98178,47.4861,-122.226
1823059205,98055,47.4819,-122.223
1823059241,98055,47.488,-122.225
1824079107,98024,47.569,-121.962
1825069072,98074,47.6544,-122.085
1825079070,98053,47.6493,-121.956
1826049408,98133,47.7471,-122.337
1826049426,98133,47.7373,-122.35
1828300100,98034,47.7151,-122.227
1829300260,98074,47.6373,-122.042
1829300270,98074,47.6374,-122.042
1829300520,98074,47.637,-122.04
1829700080,98155,47.7443,-122.326
1839500055,98056,47.5055,-122.194
1839920180,98034,47.7248,-122.179
1841500050,98031,47.3439,-122.198
1842300050,98052,47.6696,-122.149
1842900030,98042,47.3434,-122.082
1843100610,98042,47.3734,-122.124
1843130210,98042,47.3745,-122.127
1853080180,98074,47.5933,-122.061
1853500290,98188,47.4435,-122.274
1854750030,98006,47.5646,-122.127
1860600535,98119,47.6344,-122.369
1861400116,98119,47.6325,-122.371
1862400471,98117,47.6957,-122.375
1862400522,98117,47.6955,-122.376
1864940180,98001,47.2649,-122.292
1868900775,98115,47.6738,-122.297
1868901275,98115,47.6727,-122.299
1870400615,98115,47.6727,-122.293
1871400585,98022,47.2848,-121.927
1877500005,98199,47.6475,-122.409
1890000170,98105,47.6621,-122.324
1898700310,98023,47.3206,-122.397
1898900280,98023,47.3046,-122.392
1900000060,98166,47.4693,-122.349
1900000195,98166,47.467,-122.349
1901600090,98166,47.4663,-122.359
1912100875,98102,47.6399,-122.32
1917300260,98022,47.2105,-121.989
1921069101,98092,47.2881,-122.086
1922059027,98030,47.3818,-122.21
1922059396,98030,47.3741,-122.218
1922069089,98042,47.3836,-122.082
1923000030,98040,47.5634,-122.213
1923039089,98070,47.4621,-122.461
1924059254,98040,47.5479,-122.212
1924059278,98040,47.5588,-122.211
1924069071,98027,47.5516,-122.085
1924069115,98027,47.5473,-122.092
1924079091,98027,47.5538,-121.958
1925069183,98052,47.6366,-122.094
1926049210,98133,47.7332,-122.352
1926049326,98133,47.7225,-122.349
1926049355,98133,47.7338,-122.352
1926049398,98133,47.7237,-122.335
1926059099,98034,47.7212,-122.222
1926069063,98077,47.732,-122.077
1926069143,98072,47.7293,-122.099
1930301325,98103,47.6565,-122.355
1931300035,98103,47.657,-122.345
1931300090,98103,47.6572,-122.346
1934800162,98122,47.6032,-122.308
1937300280,98144,47.5949,-122.307
1938400300,98023,47.3174,-122.366
1939050110,98074,47.6225,-122.038
1939100610,98074,47.6273,-122.034
1939130120,98074,47.6252,-122.029
1951500030,98032,47.3748,-122.294
1951600250,98032,47.3698,-122.297
1951800580,98006,47.5403,-122.168
1952000150,98008,47.5803,-122.119
1952200240,98102,47.6415,-122.315
1954420170,98074,47.6191,-122.043
1954430180,98074,47.6194,-122.041
1954430190,98074,47.6194,-122.042
1954700615,98112,47.6188,-122.285
1959700550,98102,47.644,-122.319
1959701800,98102,47.6465,-122.319
1959703070,98102,47.6507,-122.32
1972200553,98103,47.6536,-122.354
1972200554,98103,47.6536,-122.354
1972200751,98103,47.6531,-122.352
1972201856,98103,47.654,-122.346
1972202187,98103,47.6512,-122.345
1982200245,98107,47.6642,-122.362
1995200245,98115,47.6952,-122.323
1999700045,98133,47.7658,-122.339
2004100075,98155,47.737,-122.325
2009001600,98198,47.4061,-122.33
2011400405,98198,47.3937,-122.323
2011400782,98198,47.4007,-122.323
2013800095,98198,47.3862,-122.315
2013802030,98198,47.3811,-122.325
2022059308,98030,47.3744,-122.19
2023049218,98148,47.4611,-122.324
2023049245,98168,47.4718,-122.323
2024059127,98006,47.5538,-122.189
2024069128,98027,47.5534,-122.078
2024079035,98024,47.553,-121.946
2025049006,98102,47.6454,-122.316
2025049064,98102,47.6429,-122.327
2025049114,98102,47.6412,-122.329
2025059026,98004,47.6323,-122.192
2025700080,98038,47.3487,-122.036
2025700730,98038,47.3493,-122.034
2025700740,98038,47.3492,-122.034
2025700860,98038,47.3484,-122.033
2025701060,98038,47.3504,-122.035
2025701080,98038,47.3504,-122.035
2025701360,98038,47.3498,-122.037
2025760160,98092,47.3069,-122.148
2026049097,98125,47.7262,-122.316
2026049184,98133,47.7321,-122.334
2028701165,98117,47.6764,-122.366
2051200436,98070,47.365,-122.456
