id,date,price
809001965,20140729T000000,707000
809001970,20141231T000000,931000
809002030,20140911T000000,825000
820000018,20141014T000000,387500
820079101,20141222T000000,525000
821049123,20141028T000000,389000
822069118,20140729T000000,920000
823059145,20141013T000000,321000
824059140,20140527T000000,949880
824059265,20141001T000000,1.16E+06
824069156,20150429T000000,570000
825079024,20150506T000000,785000
826000295,20141215T000000,379950
826000495,20150206T000000,557510
826069085,20140903T000000,460000
844001145,20150326T000000,208500
844001485,20150429T000000,320900
847100047,20140917T000000,579000
856000985,20141106T000000,1.43E+06
868000615,20141231T000000,1.23E+06
868001295,20141029T000000,650000
868002080,20140619T000000,899000
869700350,20150429T000000,330000
871001085,20150129T000000,652000
871001735,20140911T000000,650000
871001980,20140506T000000,910000
904000045,20140623T000000,1.29E+06
913000315,20140605T000000,1.30E+06
920069052,20150421T000000,243950
921049141,20141201T000000,645000
922059161,20140922T000000,365000
922069139,20150414T000000,260000
923000265,20140806T000000,350000
923049323,20140714T000000,239000
923049378,20140508T000000,207000
923049468,20141110T000000,218000
923059259,20150401T000000,455950
925049278,20150304T000000,607000
925049318,20140811T000000,475000
925059078,20140819T000000,604950
925069042,20150105T000000,713000
925069071,20150126T000000,750000
925069111,20150507T000000,568000
930000234,20150421T000000,525000
952002250,20150324T000000,407000
952003435,20140826T000000,420000
952005224,20141105T000000,409000
952006827,20150422T000000,390000
976000790,20141020T000000,670000
976000879,20150424T000000,700000
982850080,20140613T000000,415500
984210120,20140620T000000,359900
985000833,20140910T000000,209977
985000900,20141105T000000,198500
985000955,20150312T000000,290000
986000045,20141007T000000,240000
993000090,20150414T000000,752000
993001330,20140505T000000,406100
993001961,20140709T000000,374950
993002325,20140623T000000,430000
999000215,20140512T000000,734200
1003400155,20140811T000000,233000
1003600056,20141024T000000,239000
1003600080,20141107T000000,245000
1022059032,20140812T000000,401500
1023059465,20140513T000000,505000
1023089019,20140730T000000,452000
1024039049,20140512T000000,1.02E+06
1024049024,20141203T000000,1.74E+06
1025039086,20140916T000000,1.88E+06
1025039292,20141030T000000,1.34E+06
1025049114,20140717T000000,625504
1025059094,20150128T000000,830000
1025059186,20140917T000000,438000
1043000100,20141211T000000,370000
1048000060,20140619T000000,543000
1048000160,20140627T000000,504200
1049010390,20150319T000000,505000
1062100115,20141204T000000,405000
1068000235,20140605T000000,1.16E+06
1068000375,20140923T000000,3.20E+06
1070000390,20140702T000000,1.05E+06
1072030510,20140829T000000,415000
1073100030,20150428T000000,365000
1077100035,20150122T000000,320000
1079350020,20140821T000000,305000
1079350090,20140617T000000,332000
1081200350,20141003T000000,320000
1081310060,20150108T000000,375000
1081330210,20140911T000000,410000
1085621740,20140814T000000,306000
1085623250,20150331T000000,415000
1085623350,20141007T000000,460940
1086100100,20140811T000000,476500
1087500040,20141014T000000,403000
1088000050,20150213T000000,678700
1088020070,20141216T000000,645000
1088800060,20141105T000000,575000
1089700010,20141008T000000,540000
1091500120,20150213T000000,310000
1093000090,20150416T000000,776000
1099600220,20150108T000000,185000
1099600250,20141202T000000,260000
1105000015,20140609T000000,417000
1105000229,20140919T000000,285000
1105000233,20140906T000000,255000
1105000373,20150506T000000,252500
1105000402,20141028T000000,630000
1105000571,20140610T000000,433000
1109000040,20140528T000000,315000
1109000390,20150310T000000,420000
1112700150,20150127T000000,405000
1113000430,20140729T000000,152000
1115810060,20141205T000000,585188
1117200190,20140804T000000,775000
1118002000,20140624T000000,2.47E+06
1118002090,20140628T000000,1.60E+06
1120069036,20141218T000000,325000
1121039105,20141203T000000,399950
1121059030,20141013T000000,559000
1124000050,20140729T000000,461000
1125069102,20150427T000000,1.25E+06
1133000100,20141007T000000,540000
1133000235,20140616T000000,450000
1133000671,20140602T000000,315000
1137300340,20141121T000000,674250
1137300690,20150220T000000,369900
1137300890,20141217T000000,700500
1137450120,20140729T000000,487500
1137500090,20140814T000000,763776
1138000250,20140521T000000,350000
1138000450,20141016T000000,355000
1150000200,20150414T000000,640000
1150000400,20140721T000000,700000
1150700130,20150421T000000,275000
1150700170,20140926T000000,299000
1156000250,20140602T000000,320000
1163400070,20141112T000000,220000
1164000040,20150312T000000,226800
1175000059,20141010T000000,536000
1175000073,20140606T000000,500000
1175000110,20141202T000000,506000
1175001135,20140929T000000,424000
1176001310,20150304T000000,2.95E+06
1180003090,20140906T000000,190000
1186000095,20140708T000000,890000
1186000125,20140509T000000,742500
1189000207,20141021T000000,387000
1189000492,20140606T000000,405000
1189001180,20140603T000000,425000
1193000450,20150410T000000,825000
1196002948,20150218T000000,490000
1196003428,20140624T000000,405000
1219000473,20140626T000000,164950
1220000100,20150504T000000,215000
1220000367,20140716T000000,320000
1223039195,20150508T000000,465000
1223049150,20150414T000000,325000
1223059081,20150325T000000,480000
1223089066,20140814T000000,688000
1226039124,20150428T000000,529000
1226039129,20150209T000000,400000
1226059112,20150220T000000,415000
1226069045,20140827T000000,979500
1231000645,20140801T000000,846000
1231001110,20140722T000000,380000
1231001130,20141113T000000,572000
1232002015,20140605T000000,466500
1233100260,20141114T000000,490000
1235100371,20140717T000000,580000
1236300290,20141022T000000,1.06E+06
1237500577,20150212T000000,880000
1238500451,20150209T000000,130000
1238501184,20140708T000000,999000
1238900130,20150105T000000,1.10E+06
1239400570,20141117T000000,860000
1241500155,20140805T000000,575000
1241500350,20150105T000000,830000
1245000438,20150413T000000,885000
1245000500,20141103T000000,750500
1245001216,20140721T000000,700000
1245001220,20141016T000000,749000
1245001739,20150316T000000,550000
1245003160,20140502T000000,698000
1245003330,20140731T000000,1.26E+06
1245003660,20150321T000000,630000
1245003740,20140723T000000,778000
1250200495,20140624T000000,455000
1250200552,20150312T000000,399950
1250202990,20140611T000000,881000
1250203860,20141030T000000,759000
1254200615,20140716T000000,635000
1257200115,20140521T000000,1.00E+06
1266200120,20150321T000000,720000
1274500300,20140623T000000,200000
1277000240,20150402T000000,735000
1310430130,20141009T000000,459000
1310440470,20150113T000000,441000
1310440950,20150302T000000,455000
1310700330,20150507T000000,310000
1311200120,20140513T000000,225000
1311200380,20140827T000000,210000
1311300100,20150115T000000,221000
1312200080,20140528T000000,224000
1313500070,20140820T000000,249000
1314300046,20140630T000000,308000
1321400650,20140603T000000,250000
1321720140,20140528T000000,370000
1321720160,20150102T000000,510000
1321730470,20150127T000000,265000
1323089107,20150121T000000,585000
1323089184,20140502T000000,452500
1324039110,20141126T000000,750000
1324300380,20140716T000000,550000
1326049170,20140924T000000,280000
1326069094,20150225T000000,524950
1328300990,20140805T000000,317000
1329000030,20140904T000000,1.68E+06
1329500120,20150109T000000,300000
1330900230,20150416T000000,630000
1330910280,20150427T000000,864000
1332000100,20141210T000000,685000
1332700010,20141216T000000,305000
1338800425,20150304T000000,2.14E+06
1342300265,20141001T000000,1.33E+06
1344300045,20140507T000000,500000
1352300120,20140529T000000,262000
1370800700,20150209T000000,1.70E+06
1370800825,20140823T000000,1.30E+06
1370800935,20140618T000000,1.40E+06
1370801331,20140804T000000,1.40E+06
1370801465,20140619T000000,850000
1370802650,20140729T000000,605000
1370803730,20150126T000000,578000
1370803835,20140718T000000,705000
1373800170,20140630T000000,972000
1376800025,20140908T000000,834500
1377800277,20141215T000000,696000
1389600040,20141226T000000,255000
1389600080,20140710T000000,277950
1392800035,20140618T000000,559000
1393800005,20150507T000000,355000
1402200070,20141013T000000,365000
1402200440,20150212T000000,410000
1402600570,20150113T000000,320000
1402810140,20140505T000000,300000
1402900460,20150223T000000,335000
1402950100,20141121T000000,305000
1420400130,20141226T000000,215000
1421069117,20150417T000000,240000
1421069208,20141223T000000,379000
1422059129,20140814T000000,375000
1422200496,20140924T000000,1.19E+06
1423069129,20150320T000000,449000
1423089055,20140613T000000,845000
1423900080,20141218T000000,260000
1423910130,20150211T000000,220000
1424200070,20140507T000000,1.11E+06
1432400345,20150421T000000,144000
1432600560,20141105T000000,166950
1438000200,20140911T000000,549995
1441000090,20141126T000000,485000
1442700250,20140716T000000,480000
1442800060,20141120T000000,205000
1442860120,20141205T000000,363000
1442880260,20140909T000000,456000
1443500305,20141013T000000,194990
1443550080,20150330T000000,487600
1446400615,20140527T000000,268000
1446400648,20141106T000000,203000
1446401220,20141009T000000,226950
1446401290,20141030T000000,214950
1446403145,20150122T000000,170000
1446800995,20140805T000000,300000
1446801000,20150320T000000,352000
1447600410,20141009T000000,290000
1453601038,20141002T000000,292000
1453601502,20150226T000000,303697
1454100127,20140811T000000,689950
1454100650,20140804T000000,942000
1459920190,20141204T000000,385000
1460000080,20140731T000000,370000
1471610070,20140827T000000,350000
1471701410,20150331T000000,347950
1473060030,20140709T000000,525000
1502400140,20150429T000000,275900
1503200050,20141118T000000,252000
1508210230,20150428T000000,567000
1509700050,20140523T000000,300000
1523049083,20141112T000000,196700
1523049115,20141021T000000,234550
1523049207,20140805T000000,161000
1523059100,20140902T000000,320000
1523059103,20140926T000000,390000
1523069095,20150323T000000,240000
1523069151,20140711T000000,380000
1524079093,20140827T000000,275000
1524079093,20150318T000000,369500
1524800005,20140812T000000,325000
1525059020,20150410T000000,925000
1525059190,20140912T000000,1.04E+06
1525059215,20150224T000000,815000
1525069088,20150504T000000,442500
1525069134,20150312T000000,1.30E+06
1525079056,20140502T000000,284000
1525200060,20140723T000000,577500
1526069135,20141211T000000,930000
1529300135,20141014T000000,338000
1530900560,20141215T000000,385000
1531000140,20140701T000000,650000
1541700010,20141001T000000,315000
1545800090,20141003T000000,265000
1545801410,20150128T000000,276900
1545802850,20140911T000000,286000
1545804860,20141027T000000,275000
1545805460,20150204T000000,252000
1545805980,20141110T000000,390000
1545807920,20141015T000000,245000
1545808120,20140918T000000,250000
1549500585,20150427T000000,585000
1552800010,20150311T000000,352000
1555300490,20141229T000000,250000
1560870470,20140731T000000,300000
1560920200,20140826T000000,525000
1561600056,20141017T000000,1.74E+06
1561900330,20150306T000000,397500
1562200040,20150407T000000,635000
1563100557,20141010T000000,445000
1563102435,20141210T000000,950000
1563102880,20140621T000000,849000
1564000410,20150218T000000,781500
1565900390,20150415T000000,272000
1566100625,20140804T000000,450000
1568100087,20150413T000000,320000
1568100295,20150202T000000,592500
1568100730,20150218T000000,325000
1588600045,20141215T000000,459000
1591600044,20141010T000000,409000
1592000680,20140528T000000,665000
1592080060,20150417T000000,262000
1593000690,20150408T000000,315000
1596600060,20150501T000000,250000
1604600227,20150328T000000,441000
1608000120,20150202T000000,255000
1622059095,20140604T000000,292000
1623049041,20140508T000000,82500
1623300160,20140506T000000,450000
1623800300,20140610T000000,499000
1624049291,20141008T000000,557500
1624079057,20140717T000000,430000
1626069198,20141003T000000,450000
1626069220,20140905T000000,562000
1630700361,20140627T000000,530000
1635500250,20141124T000000,570000
1644500050,20150312T000000,875000
1646501845,20140913T000000,570000
1646502165,20140813T000000,480000
1651500040,20140801T000000,1.98E+06
1653500070,20140512T000000,927000
1657000070,20141118T000000,250000
1657300070,20140812T000000,465000
1657530350,20140519T000000,280000
1668500100,20141210T000000,775000
1670400068,20140618T000000,206000
1685200110,20140916T000000,225000
1687000240,20141210T000000,276000
1687910100,20140530T000000,655000
1687910200,20141007T000000,629000
1692900110,20150320T000000,1.13E+06
1703401110,20140807T000000,292000
1705400550,20150213T000000,467500
1708400555,20140625T000000,346500
1710400005,20141119T000000,690000
1721059286,20150121T000000,383000
1721800470,20140521T000000,230000
1724069043,20140618T000000,739888
1724069062,20140714T000000,1.37E+06
1724079013,20140718T000000,529000
1724079048,20141208T000000,475000
1724500030,20150312T000000,415000
1725059316,20141120T000000,2.39E+06
1725079025,20140903T000000,539000
1726069084,20141208T000000,465000
1726069198,20140918T000000,850000
1726069202,20140718T000000,420000
1727001300,20140609T000000,1.90E+06
1732800310,20150302T000000,2.00E+06
1732801300,20141008T000000,1.25E+06
1735800050,20150409T000000,142500
1737320060,20140610T000000,366000
1741700040,20150113T000000,725000
1745000090,20141110T000000,208000
1760650290,20150205T000000,313200
1760651000,20140613T000000,250000
1761300340,20140610T000000,251750
1762600090,20150424T000000,1.21E+06
1769600066,20141211T000000,700000
1769600147,20140731T000000,477590
1770000130,20141126T000000,435000
1771000540,20141104T000000,325000
1771000760,20140513T000000,319000
1771100130,20150316T000000,332900
1771100240,20140925T000000,361000
1772600510,20140620T000000,625000
1772600665,20150225T000000,562000
1773100765,20150429T000000,229000
1773100922,20141208T000000,315000
1773101530,20141218T000000,275000
1774000330,20140707T000000,437000
1774200190,20150428T000000,580000
1774200230,20150120T000000,585000
1775500371,20150501T000000,712000
1775800420,20150202T000000,474000
1775801260,20150311T000000,425000
1776230180,20141008T000000,427500
1781500435,20140820T000000,260000
1781500435,20150225T000000,575000
1782000130,20140523T000000,383000
1782500065,20150428T000000,420000
1785400300,20140821T000000,525000
1787250210,20141222T000000,379000
1787600165,20140623T000000,396500
1787600190,20150403T000000,353000
1787600224,20150310T000000,390000
1788700160,20150220T000000,195000
1789900065,20140709T000000,215000
1794500383,20140626T000000,937000
1795900210,20140518T000000,575550
1796350300,20140710T000000,195000
1796350690,20140820T000000,245000
1796360990,20140701T000000,205000
1796361140,20141031T000000,230000
1796370180,20150508T000000,260000
1796380960,20141126T000000,223000
1818800289,20150121T000000,795000
1819800042,20141114T000000,460000
1822069109,20140910T000000,485000
1823039205,20140624T000000,585000
1823049202,20150107T000000,326000
1823049242,20141006T000000,245000
1823059106,20150428T000000,288250
1823059205,20140604T000000,200000
1823059241,20150408T000000,609000
1824079107,20140528T000000,740000
1825069072,20150430T000000,964000
1825079070,20150313T000000,590000
1826049408,20150427T000000,383900
1826049426,20150105T000000,445000
1828300100,20150330T000000,800000
1829300260,20141113T000000,765000
1829300270,20140821T000000,715000
1829300520,20150412T000000,746500
1829700080,20141212T000000,340000
1839500055,20141114T000000,530000
1839920180,20150318T000000,460000
1841500050,20141020T000000,334950
1842300050,20140702T000000,600000
1842900030,20150416T000000,234000
1843100610,20140521T000000,382000
1843130210,20141015T000000,266950
1853080180,20141026T000000,810000
1853500290,20140811T000000,314000
1854750030,20150407T000000,1.16E+06
1860600535,20141220T000000,1.32E+06
1861400116,20150116T000000,605000
1862400471,20140820T000000,392500
1862400522,20140822T000000,449000
1864940180,20140605T000000,335000
1868900775,20140505T000000,618500
1868901275,20150127T000000,455000
1870400615,20150309T000000,635000
1871400585,20150422T000000,160000
1877500005,20141201T000000,827235
1890000170,20141029T000000,552000
1898700310,20140505T000000,220000
1898900280,20140919T000000,340000
1900000060,20141117T000000,313000
1900000195,20140630T000000,100000
1901600090,20140626T000000,359000
1912100875,20150423T000000,555000
1917300260,20141202T000000,210000
1921069101,20150508T000000,399000
1922059027,20150123T000000,282510
1922059396,20150404T000000,330000
1922069089,20150324T000000,310000
1923000030,20140728T000000,1.12E+06
1923039089,20140610T000000,285000
1924059254,20150508T000000,1.30E+06
1924059278,20140611T000000,762400
1924069071,20140729T000000,485000
1924069115,20150224T000000,873000
1924079091,20150113T000000,460000
1925069183,20140815T000000,425000
1926049210,20150422T000000,372500
1926049326,20150210T000000,305000
1926049355,20141028T000000,399000
1926049398,20141013T000000,359000
1926059099,20141208T000000,708000
1926069063,20150306T000000,585000
1926069143,20141016T000000,865000
1930301325,20150423T000000,1.03E+06
1931300035,20140516T000000,785000
1931300090,20140507T000000,610950
1934800162,20150511T000000,386180
1937300280,20141030T000000,404500
1938400300,20140708T000000,245000
1939050110,20150113T000000,500000
1939100610,20140623T000000,560000
1939130120,20140718T000000,735000
1951500030,20150204T000000,140000
1951600250,20150406T000000,135000
1951800580,20141024T000000,590000
1952000150,20140506T000000,530000
1952200240,20140611T000000,850830
1954420170,20141113T000000,580000
1954430180,20150105T000000,485000
1954430190,20140808T000000,528000
1954700615,20141022T000000,825000
1959700550,20140905T000000,740000
1959701800,20140702T000000,2.15E+06
1959703070,20141029T000000,979700
1972200553,20140804T000000,619000
1972200554,20140804T000000,580000
1972200751,20140519T000000,485000
1972201856,20140507T000000,526000
1972202187,20141024T000000,565000
1982200245,20150127T000000,726000
1995200245,20140606T000000,545000
1999700045,20140502T000000,313000
2004100075,20150326T000000,332000
2009001600,20150506T000000,265000
2011400405,20140831T000000,380000
2011400782,20140804T000000,229500
2013800095,20140904T000000,266750
2013802030,20140911T000000,357000
2022059308,20150505T000000,353000
2023049218,20150316T000000,445000
2023049245,20140820T000000,296000
2024059127,20150109T000000,908950
2024069128,20141110T000000,1.03E+06
2024079035,20140605T000000,685000
2025049006,20141112T000000,750000
2025049064,20140915T000000,796000
2025049114,20140529T000000,402000
2025059026,20150225T000000,1.98E+06
2025700080,20140710T000000,265000
2025700730,20140502T000000,287200
2025700740,20140702T000000,275250
2025700860,20150414T000000,287000
2025701060,20141117T000000,264500
2025701080,20150318T000000,305000
2025701360,20141014T000000,260000
2025760160,20140703T000000,835000
2026049097,20141125T000000,431750
2026049184,20150320T000000,680000
2028701165,20140627T000000,430000
2051200436,20140820T000000,692000
2056100275,20141006T000000,530000
2061100390,20140721T000000,475000
2064800120,20140602T000000,411000
2064800830,20150320T000000,450000
2068500210,20150409T000000,234300
2071700010,20141119T000000,340000
2085200545,20140821T000000,180000
2085700050,20140826T000000,420000
2105200050,20140619T000000,519000
2112700185,20150325T000000,435000
2112700920,20141014T000000,285000
2113700235,20140512T000000,360000
2113700510,20141027T000000,315000
2113700620,20140804T000000,417000
2113700780,20150113T000000,320000
2113701080,20141112T000000,300000
2114700368,20141118T000000,299000
2114700500,20150418T000000,90000
2114700540,20141021T000000,366000
2114700615,20140708T000000,148000
2115510340,20140604T000000,275000
2117700085,20140730T000000,375950
2122039137,20150413T000000,462500
2122059077,20140915T000000,198900
2123049114,20140519T000000,110700
2123049194,20150409T000000,199950
2124069103,20150505T000000,374000
2125049120,20140505T000000,770000
2125049133,20141104T000000,715000
2125059163,20140703T000000,1.04E+06
2126059294,20150105T000000,960000
2126079014,20140512T000000,540000
2128000050,20140815T000000,625000
2130400150,20140925T000000,340000
2130410050,20140513T000000,287000
2130701535,20150204T000000,279900
2130702205,20150406T000000,390000
2130702270,20140628T000000,234000
2131200766,20140522T000000,307000
2131701240,20150108T000000,349950
2141300620,20140915T000000,550000
2143700676,20140908T000000,240000
2144800146,20140826T000000,257500
2154900330,20140827T000000,234000
2155000160,20140508T000000,538000
2155500030,20150428T000000,380000
2156500220,20140923T000000,555000
2158900290,20150416T000000,920000
2171400126,20140605T000000,269000
2171400197,20140918T000000,350000
2193300620,20150217T000000,403000
2193310320,20150306T000000,595000
2200500350,20140812T000000,500000
2201500030,20141006T000000,420000
2201500240,20140730T000000,475000
2205500080,20140610T000000,483300
2205700350,20141104T000000,378500
2206500300,20140820T000000,565000
2206500395,20140515T000000,417000
2206900065,20150501T000000,380000
2207100740,20150106T000000,463000
2207200520,20140929T000000,425000
2207200635,20140602T000000,439800
2212200100,20150422T000000,344900
2212600100,20140522T000000,370000
2212700180,20150319T000000,260000
2212900470,20150211T000000,186000
2212901010,20150406T000000,229950
2215450100,20150112T000000,330000
2215500080,20140528T000000,580000
2215800050,20150415T000000,785000
2215900900,20150505T000000,295000
2215901230,20150507T000000,254000
2223059053,20150311T000000,230000
2224079050,20140718T000000,810000
2225059336,20141006T000000,1.15E+06
2225300585,20141120T000000,370000
2228900270,20140812T000000,215000
2231800020,20141120T000000,366000
2250000010,20141205T000000,294450
2253200010,20150507T000000,390000
2254501095,20141113T000000,729999
2254501342,20150505T000000,518000
2254501440,20150421T000000,546000
2258500045,20140923T000000,317500
2260300060,20150410T000000,2.58E+06
2270000070,20141030T000000,280000
2273600460,20150130T000000,536000
2287000030,20141014T000000,811000
2287400030,20140626T000000,289659
2291400342,20141022T000000,280000
2291400566,20140807T000000,375000
2296500131,20141216T000000,739000
2296700260,20140626T000000,460000
2296700330,20141014T000000,515000
2303900090,20140729T000000,2.88E+06
2309710130,20140715T000000,272000
2310000380,20141219T000000,269950
2310100240,20141218T000000,315000
2312400230,20140924T000000,257000
2313900165,20140730T000000,479200
2313900610,20150428T000000,410000
2320069089,20140930T000000,212000
2320069260,20141027T000000,415000
2322069114,20141010T000000,287653
2322069116,20140825T000000,530000
2323059074,20140709T000000,137124
2323089009,20150119T000000,855000
2324039077,20150427T000000,306000
2324800350,20140506T000000,860000
2325300060,20140515T000000,344000
2325400330,20141201T000000,350000
2326300090,20140604T000000,865000
2326600150,20150422T000000,775900
2329720040,20140630T000000,515000
2329800140,20141203T000000,291000
2330000035,20140820T000000,710000
2331300505,20140613T000000,822500
2332700060,20140806T000000,950000
2354300835,20141224T000000,480000
2354300910,20150310T000000,451000
2366800055,20141203T000000,225000
2374200005,20140616T000000,375000
2380000190,20140701T000000,375000
2386000020,20141008T000000,885000
2391602250,20140626T000000,440000
2391602350,20150213T000000,334000
2394600157,20150407T000000,460000
2397100975,20150220T000000,1.31E+06
2407000405,20150226T000000,228500
2407900200,20150409T000000,530000
2407900550,20150507T000000,448000
2408800130,20140723T000000,424900
2412600030,20140623T000000,235000
2413910050,20150213T000000,605000
2420069003,20150331T000000,299000
2420069017,20150324T000000,152900
